task,round,rank,url,noise_class,queue,recorded,replayed_outcome,spend,health,content_verdict,coverage,prose_line,reason,gold
69,2,32,https://galileo.ai/blog/agent-to-agent-interaction-frameworks,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,11,https://redis.io/blog/why-multi-agent-llm-systems-fail,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,33,https://arxiv.org/html/2505.02279v1,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,10,https://futureagi.substack.com/p/why-do-multi-agent-llm-systems-fail,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,31,https://www.salesforce.com/ap/agentforce/ai-agents/agent2agent-protocol,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,8,https://www.kosmoy.com/resources/blog/why-every-company-running-more-than-one-llm-needs-an-ai-gateway,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,29,https://www.solo.io/topics/ai-infrastructure/what-is-a2a,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,30,https://www.ruh.ai/blogs/ai-agent-protocols-2026-complete-guide,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,22,https://handsonarchitects.com/blog/2026/what-makes-mcp-server-successful,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,39,https://blog.cloudflare.com/mcp-v2,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,16,https://workos.com/blog/everything-your-team-needs-to-know-about-mcp-in-2026,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,17,https://medium.com/mongodb/understanding-mcp-the-universal-bridge-for-ai-models-8ff8b4392e21,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,21,https://blog.modelcontextprotocol.io/posts/2026-01-26-mcp-apps,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,7,https://media.defense.gov/2026/Jun/02/2003943289/-1/-1/0/CSI_MCP_SECURITY.PDF,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,9,https://medium.com/@abhaychougule0907/underlying-factors-behind-inconsistency-in-llm-responses-with-multi-tool-calling-628ce7b4de76,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,19,https://www.nature.com/articles/s41598-021-94255-9,,1,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,7,https://www.nature.com/articles/npjparkd201513,,2,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,12,https://pmc.ncbi.nlm.nih.gov/articles/PMC7313565,,3,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,6,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2021.678373/full,,4,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,8,https://neurotorium.org/article/non-motor-symptoms-in-parkinsons-disease-nature-and-burden,,5,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,10,https://www.sciencedirect.com/science/article/abs/pii/S0303846712004246,,6,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,23,https://www.nature.com/articles/s41598-021-04356-8,,7,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,9,https://parkinsonsnewstoday.com/news/most-untreated-parkinsons-patients-have-non-motor-symptoms-study,,8,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,17,https://pmc.ncbi.nlm.nih.gov/articles/PMC11464440,,9,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,88,https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2025.1684229/full,,10,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,93,https://www.neurologylive.com/view/early-intervention-deep-brain-stimulation-results-improvements-in-motor-non-motor-symptoms-parkinsons,,11,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,35,https://www.sciencedirect.com/science/article/pii/S1041610224042005,,12,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
78,1,13,https://pubmed.ncbi.nlm.nih.gov/33553493,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,25,https://pmc.ncbi.nlm.nih.gov/articles/PMC4831034,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,32,https://www.nature.com/articles/s41531-024-00642-0,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,43,https://pmc.ncbi.nlm.nih.gov/articles/PMC2668811,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,61,https://journals.sagepub.com/doi/10.1177/1877718X261418987,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,86,https://pmc.ncbi.nlm.nih.gov/articles/PMC5673981,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,52,https://www.pcla.org/blog/young-onset-parkinsons-disease,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,34,https://practicalneurology.com/diseases-diagnoses/movement-disorders/diagnosis-and-management-of-sleep-disorders-in-individuals-with-parkinson-disease/37652,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,36,https://photopharmics.com/a-guide-to-understanding-and-managing-sleep-problems-in-parkinsons-disease,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,41,https://pubmed.ncbi.nlm.nih.gov/15596611,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,44,https://academic.oup.com/braincomms/article/4/2/fcac040/6548788,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,5,https://my.clevelandclinic.org/health/diseases/8525-parkinsons-disease-an-overview,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,14,https://www.parkinson.org/understanding-parkinsons/non-movement-symptoms,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,18,https://www.parkinson.org/understanding-parkinsons/what-is-parkinsons/stages,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,22,https://www.apdaparkinson.org/article/factors-in-parkinson-disease-progression,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,24,https://jamanetwork.com/journals/jamaneurology/fullarticle/784012,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,27,https://www.hopkinsmedicine.org/health/conditions-and-diseases/parkinsons-disease/youngonset-parkinsons-disease,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,29,https://www.parkinson.org/understanding-parkinsons/what-is-parkinsons/stages,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,30,https://www.mayoclinic.org/diseases-conditions/parkinsons-disease/symptoms-causes/syc-20376055,,31,failed,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,31,https://my.clevelandclinic.org/health/diseases/8525-parkinsons-disease-an-overview,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,33,https://www.parkinson.org/blog/science-news/sleep-disorders,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,40,https://www.apdaparkinson.org/what-is-parkinsons/symptoms/sleep-problems,,34,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,47,https://www.frontiersin.org/journals/cognition/articles/10.3389/fcogn.2024.1369538/full,,35,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,48,https://www.parkinson.org/understanding-parkinsons/non-movement-symptoms/cognitive,,36,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,54,https://davisphinneyfoundation.org/blog/a-primer-on-young-onset-parkinsons-disease-yopd-and-whats-coming-next,,37,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,55,https://www.hopkinsmedicine.org/health/conditions-and-diseases/parkinsons-disease/youngonset-parkinsons-disease,,38,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,56,https://pmc.ncbi.nlm.nih.gov/articles/PMC7592661,,39,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,57,https://www.apdaparkinson.org/what-is-parkinsons/early-onset-parkinsons-disease,,40,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,59,https://www.medrxiv.org/content/10.1101/2025.08.05.25332959v2.full,,41,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,60,https://pmc.ncbi.nlm.nih.gov/articles/PMC3606768,,42,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,65,https://www.parkinson.org/understanding-parkinsons/what-is-parkinsons/stages,,43,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,66,https://www.bgs.org.uk/frequency-of-fall-risk-increasing-drugs-in-a-large-sample-of-people-with-parkinson%E2%80%99s-disease,,44,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,79,https://www.sciencedirect.com/science/article/abs/pii/S1388245718300038,,45,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,80,https://link.springer.com/article/10.1186/s12984-025-01616-w,,46,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,81,https://pmc.ncbi.nlm.nih.gov/articles/PMC5822622,,47,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,83,https://www.dbsandme.com/en/support-and-resources/articles/what-to-expect-after-dbs-surgery.html,,48,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,97,https://pubs.asha.org/doi/10.1044/2019_JSLHR-19-00014,,49,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,98,https://www.researchgate.net/publication/363122400_Deep_Brain_Stimulation_Impact_on_Voice_and_Speech_Quality_in_Parkinson's_Disease_A_Systematic_Review,,50,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,101,https://www.neurologyadvisor.com/features/weighing-the-risks-of-deep-brain-stimulation,,51,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,102,https://www.medbridge.com/educate/courses/speech-treatment-post-deep-brain-stimulation-in-parkinsons-disease-cynthia-fox,,52,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,103,https://www.parkinson.org/understanding-parkinsons/what-is-parkinsons/stages,,53,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,105,https://www.bumrungrad.com/en/health-blog/april-2026/understanding-signs-symptoms-treatment-parkinson-disease,,54,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,106,https://www.michaeljfox.org/deep-brain-stimulation,,55,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,107,https://parkinsonsnewstoday.com/news/mds-updrs-patient-may-fail-to-assess-true-impact-of-motor-symptoms-in-parkinsons-study-suggests,,56,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,4,https://www.nia.nih.gov/health/parkinsons-disease/parkinsons-disease-causes-symptoms-and-treatments,,57,fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,2,https://www.mayoclinic.org/diseases-conditions/parkinsons-disease/symptoms-causes/syc-20376055,,58,failed,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,42,https://www.alzforum.org/news/research-news/risk-score-forecasts-cognitive-decline-parkinsons,,59,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,1,https://www.neurosurgeryone.com/condition/parkinsons,,60,fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,16,https://www.sciencedirect.com/science/article/abs/pii/S1353802014004118,,61,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,77,https://propelphysiotherapy.com/neurological/deep-brain-stimulation-parkinsons-disease-therapy,,62,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,90,https://medisyn.org/deep-brain-stimulation-success-rate,,63,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,94,https://www.ajmc.com/view/deep-brain-stimulation-still-effective-after-15-years-in-people-with-parkinson-disease-study-shows,,64,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,78,https://cdn.clinicaltrials.gov/large-docs/82/NCT03181282/Prot_SAP_000.pdf,,65,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,92,https://www.cns.org/Assets/f5045084-8179-4997-9f51-b20bc6621c8d/637020867970100000/24235-pdf,,66,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,26,https://www.epicresearch.org/articles/most-parkinsons-diagnoses-occur-after-age-70-with-a-slight-rise-in-diagnosis-age-since-2017,,67,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,49,https://www.aetna.com/cpb/medical/data/300_399/0349.html,,68,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,51,https://www.parkinson.org/understanding-parkinsons/what-is-parkinsons/young-onset-parkinsons,,69,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,53,https://photopharmics.com/young-onset-parkinsons-navigating-your-journey-after-an-early-diagnosis,,70,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,62,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-1331.2012.03821.x,,71,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,89,https://www.medscape.com/viewarticle/deep-brain-stimulation-parkinsons-yields-lasting-benefits-2025a1000ox5,,72,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,99,https://davisphinneyfoundation.org/blog/deep-brain-stimulation-and-speech-impacts,,73,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,15,https://pmc.ncbi.nlm.nih.gov/articles/PMC12404927,,74,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,87,https://pmc.ncbi.nlm.nih.gov/articles/PMC3825788,,75,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,100,https://pmc.ncbi.nlm.nih.gov/articles/PMC11086900,,76,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,45,https://www.nature.com/articles/s41572-021-00280-3,,77,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,38,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2022.927994/full,,78,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,21,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0123231,,79,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,67,https://link.springer.com/article/10.1007/s00415-020-10234-6,,80,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,69,https://www.capc.org/blog/new-data-on-family-caregivers-in-the-us,,81,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,70,https://aspe.hhs.gov/reports/does-high-caregiver-stress-lead-nursing-home-entry-1,,82,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,72,https://pmc.ncbi.nlm.nih.gov/articles/PMC4573667,,83,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,96,https://www.pmdalliance.org/wp-content/uploads/2023/06/Speech-in-Individuals-with-PD.pdf,,84,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,68,https://www.aplaceformom.com/senior-living-data/caregiver-burnout-statistics,,85,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,63,https://www.physio-pedia.com/Hoehn_and_Yahr_Scale,,86,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,74,https://www.ltcnews.com/articles/new-survey-caregiver-burnout-soars-as-millions-care-for-aging-loved-ones,,87,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,76,https://www.aarp.org/caregiving/basics/caregiving-in-us-survey-2025,,88,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,95,https://www.ohsu.edu/brain-institute/dbs-outcomes,,89,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
78,1,75,https://www.meadowlark.org/blog/2023/11/02/caregiver-stress-transition,,90,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,41,https://www.marketreportsworld.com/market-reports/point-of-sale-pos-terminal-market-14728800,,1,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,54,https://www.marketreportsworld.com/market-reports/point-of-sale-pos-terminal-market-14728800,,2,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,33,https://market.us/report/pos-terminals-market,,3,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,40,https://www.researchgate.net/publication/368916598_POS_Terminals_Market_Share_Size_2023-2030,,4,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,42,https://www.szzcs.com/News/the-rise-of-mobile-pos-systems.html,,5,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,59,https://www.fortunebusinessinsights.com/point-of-sale-pos-market-106336,,6,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,85,https://www.fortunebusinessinsights.com/point-of-sale-pos-market-106336,,7,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,97,https://www.marketresearchfuture.com/reports/cloud-pos-market-7709,,8,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,103,https://www.grandviewresearch.com/industry-analysis/point-of-sale-pos-software-market,,9,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,35,https://www.maximizemarketresearch.com/market-report/wireless-pos-terminal-market/1967,,10,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,18,https://www.abiresearch.com/press/ingenico-beats-verifone-and-pax-technology-to-firs,,11,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,20,https://finance.yahoo.com/news/europe-pos-terminals-market-report-103700559.html,,12,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
83,1,16,https://www.clearlypayments.com/blog/a-market-overview-of-payment-terminals-in-the-usa-in-2024,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,29,https://www.limelightpayments.com/blog/top-7-handheld-pos-systems-for-2026,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,53,https://www.marketdataforecast.com/market-reports/north-america-pos-terminals-market,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,58,https://www.clearlypayments.com/blog/a-market-overview-of-payment-terminals-in-the-usa-in-2024,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,79,https://www.clearlypayments.com/blog/a-market-overview-of-payment-terminals-in-the-usa-in-2024,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,90,https://www.marketdataforecast.com/market-reports/north-america-pos-terminals-market,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,99,https://www.marketdataforecast.com/market-reports/cloud-based-pos-market,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,104,https://www.meti.go.jp/english/press/2026/0424_003.html,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,45,https://www.42gears.com/white-papers/tablets-future-of-pos-technology,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,14,https://builtin.com/articles/fintech-payments-companies-examples,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,26,https://www.szzcs.com/News/the-rise-of-mobile-pos-systems.html,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,27,https://www.bimipossystem.com/top-12-pos-hardware-manufacturers,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,38,https://www.fortunebusinessinsights.com/u-s-point-of-sale-pos-market-107526,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,52,https://market.us/report/handheld-point-of-sale-pos-market,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,63,https://www.eposnow.com/us/resources/card-reader-for-small-business,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,77,https://www.marketreportsworld.com/market-reports/point-of-sale-pos-terminals-market-14723081,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,80,https://www.grandviewresearch.com/industry-analysis/mobile-pos-terminals-market,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,82,https://dataintelo.com/report/global-pos-mobile-card-reader-market,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,87,https://hostmerchantservices.com/articles/point-of-sale-market-share,,31,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,88,https://www.marketsandata.com/industry-reports/united-states-pos-payment-market,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,91,https://market.us/report/restaurant-point-of-sale-terminal-market,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,93,https://www.databridgemarketresearch.com/reports/us-restaurant-pos-software-market,,34,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,94,https://www.fortunebusinessinsights.com/u-s-point-of-sale-pos-market-107526,,35,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,98,https://www.persistencemarketresearch.com/market-research/point-of-sale-market.asp,,36,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,34,https://tadviser.com/index.php/Article:POS_Terminals_(Global_Market),,37,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,55,https://researchdive.com/8963/mobile-pos-terminals-market,,38,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,62,https://technologyadvice.com/blog/sales/card-reader-for-small-business,,39,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,64,https://www.bestbuy.com/site/shop/card-readers-for-small-business,,40,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,46,https://vikingpayments.com/decoding-the-dilemma-tablet-pos-systems-vs-traditional-pos-systems,,41,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,50,https://beyondbancard.com/pos-systems-vs-payment-terminals-vs-mobile-payments-explained,,42,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,3,https://www.sunmi.com/en/news/486,,43,fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,28,https://blog.rospertech.com/retail-pos-hardware,,44,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,10,https://ordwaylabs.com/resources/research/list-of-largest-saas-companies,,45,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,69,https://medium.com/point-nine-news/the-state-of-vertical-saas-in-europe-21900b8aefc5,,46,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,110,https://www.researchgate.net/publication/372734013_Digital_Transformation_of_the_Retail_Point_of_Sale_in_the_Artificial_Intelligence_Era,,47,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,8,https://www.coherentmarketinsights.com/market-insight/tablet-market-1741,,48,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,9,https://www.swipesum.com/insights/8-top-tablet-based-pos-systems-for-your-business,,49,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,68,https://www.businesswire.com/news/home/20210820005229/en/Software-as-a-service-SaaS-Global-Market-Report-2021-Focus-on-Customer-Relationship-Management-Enterprise-Resource-Planning-Human-Resource-Manufacturing-and-Operations-Supply-Chain-Management---ResearchAndMarkets.com,,50,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,95,https://www.grandviewresearch.com/industry-analysis/us-restaurant-point-of-sale-solution-market-report,,51,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,96,https://scoop.market.us/point-of-sale-software-statistics,,52,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,112,https://midwestpay.com/mobile-tablet-point-of-sale,,53,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,49,https://prioritycommerce.com/resource-center/future-of-pos-systems,,54,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,86,https://www.clearlypayments.com/blog/payment-processing-usa-2024-market-overview,,55,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,17,https://allstarterminals.com/blogs/hardware-insights/pax-vs-ingenico-vs-verifone-vs-dejavoo-terminal-comparison,,56,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,21,https://www.paxtechnology.com,,57,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,24,https://www.pax.us,,58,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,43,https://technologyadvice.com/blog/retail/tablet-pos,,59,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,25,https://soireeinc.com/blog/explore-the-top-7-mobile-pos-systems-options-2026,,60,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,19,https://www.coherentmarketinsights.com/industry-reports/payment-devices-market,,61,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
83,1,37,https://www.grandviewresearch.com/industry-analysis/mobile-pos-terminals-market,,62,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
